Port Name,Latitude,Longitude,Country,Country Raw
Notre-Dame,48.851834,2.3500556,France,
Lepsøya,62.6168039,6.2208352,Norway,
Port Saint-Sauveur,43.5952482,1.4562994,France,
Torfkähne Adolphsdorfer Torfschiffer,53.2277557,8.8882024,Deutschland,
Museumhaven Veilinghaven,52.0827346,5.107086,The Netherlands,
Jachthaven Willemdok,51.2287714,4.4085424,Belgium,
Porozina,45.131139,14.2853699,Croatia,
Brestova,45.1444467,14.2237346,Croatia,
Fiskehamnen,57.6361473,18.2825566,Sweden,
Vieux-Port,43.2945804,5.3692811,France,
Puerto Eldorado,-26.4089479,-54.6949779,Argentina,
Puerto Errecaborde,-25.8964354,-54.6139831,Argentina,
Puerto Quequén,-38.5756457,-58.7088792,Argentina,
Puerto San Lucas,-28.1595532,-55.5557547,Argentina,
Puerto Segundo,-25.9835904,-54.6667348,Argentina,
Port Racine,49.7121329,-1.8965808,France,
Port de plaisance de Sarreguemines,49.1111424,7.0719072,France,
Puerto Marítimo de Guayaquil,-2.2816396,-79.9082802,Ecuador,
Ventnor Haven,50.5926119,-1.2048366,United Kingdom,
Port of Joensuu,62.5810635,29.7570783,Finland,
Gare Maritime d'Arenc,43.3122587,5.3641653,France,
Baltrum,53.7206632,7.3633895,Deutschland,
Porto di Palermo,38.1289041,13.3698787,Italia,
Yacht- und Ruder-Club Attendorn,51.1073273,7.8978083,Deutschland,
Yachthafen Vitte-Lange Ort,54.5718008,13.1103367,Deutschland,
Netsel Marina Marmaris,36.8514442,28.2790465,Türkiye,
Port d'Arlan,48.4581743,-5.0504907,France,
Donauhafen Krems,48.4042603,15.6447976,Austria,
Tanga Port,-5.0649152,39.1052226,Tanzania,
Halte Nautique de Beaulieu,47.5430266,2.8214994,France,
Juist,53.6734628,6.9965396,Deutschland,
Alta Båthavn,69.9711534,23.2399784,Norway,
Fisherrow Harbour,55.9458169,-3.0675434,United Kingdom,
Susak,44.512533,14.3113232,Croatia,
Marina,36.8515986,27.0764725,Greece,
山下公園,35.4462338,139.6514609,Japan,
赤レンガ倉庫,35.452463,139.6450992,Japan,
みなとみらい ぷかり桟橋,35.4580126,139.6387627,Japan,
Ribnitz Harbour,-2.6663074,150.5991447,Papua News,
Dunquin Harbour,52.1239169,-10.4607777,Ireland,
Benoa Port,-8.742468,115.2094313,Indonesia,
Videbergs hamn,57.2496764,12.1111545,Sweden,
Enge,47.3600349,8.5365957,Schweiz,
Hafen Lauterbach,54.3414338,13.5016043,Deutschland,
Fischereihafen Freest,54.1375345,13.7289587,Deutschland,
Meldorfer Seglerverein,54.0914665,8.9558742,Deutschland,
Halte nautique d'Amiens,49.8955615,2.3073075,France,
North Slip,41.7408685,-87.5347676,United States,
Halte fluviale de Meaux,48.9568001,2.8815615,France,
Orcutt Harbor,44.3402778,-68.7563889,United States,
Scituate Harbor,42.2028793,-70.7203183,United States,
Carrabelle Harbor,29.8507646,-84.6660014,United States,
Hollywood Harbor,26.0805167,-80.1147242,United States,
Berkeley Yacht Harbor,37.8660373,-122.3146922,United States,
East Basin,33.4591946,-117.696163,United States,
West Basin,33.4603057,-117.7017187,United States,
Söderhamnen,59.4017165,18.3541056,Sweden,
Conneaut Harbor,41.9750552,-80.5534078,United States,
Portsmouth Harbor,43.0770333,-70.7128301,United States,
Sportboothafen Lindaunis,54.5861235,9.8225921,Deutschland,
লালকুঠি ঘাট,23.7039733,90.4121418,Bangladesh,
Faoug,46.9113756,7.0760147,Schweiz,
Port Communal de Reth,46.3230384,-0.7143011,France,
Yachthafen Mönkebude,53.7732493,13.9701247,Deutschland,
Porto Conceição,-17.1428021,-57.3590733,Brazil,
Porto Três Bocas,-17.862922,-57.487235,Brazil,
My Marina Yacht Club,36.8240077,28.5656482,Türkiye,
Marina Horn,54.0580194,13.7834512,Deutschland,
Behördenhafen Krems,48.4059956,15.6143222,Austria,
Ruden Hafen,54.2045384,13.7725672,Deutschland,
Nothafen Greifswalder Oie,54.2442189,13.9070652,Deutschland,
Gedser Lystbådehavn,54.581018,11.922441,Denmark,
Kommunalhafen Vitte,54.5686297,13.1087236,Deutschland,
Yachthafen Horumersiel,53.6840623,8.0243016,Deutschland,
Fährhafen Harlesiel,53.7091699,7.8109085,Deutschland,
Hafen Volkswagen Werk Wolfsburg,52.432684,10.7888437,Deutschland,
König Ludwig,51.5665253,7.2555779,Deutschland,
Stummhafen,51.6134129,7.4591117,Deutschland,
Wasserwanderrastplatz Preußenhafen in Lünen,51.5968076,7.5353401,Deutschland,
Hafen Lüneburg,53.241196,10.4840269,Deutschland,
Sørlandsvågen,67.6579311,12.7048745,Norway,
Røstnesvågen,67.6536825,12.7207085,Norway,
Fyruddens hamn,58.1916399,16.8517839,Sweden,
Formia,41.2568273,13.6115338,Italia,
Cannigione,41.1070182,9.4443553,Italia,
Borsighafen,52.5816082,13.2766019,Deutschland,
Gedser,54.5712572,11.9266579,Denmark,
Lidköping,58.5096664,13.1666056,Sweden,
Korshavn Bro,55.0126783,10.3158308,Denmark,
Brewer Marine South Freeport,43.8208965,-70.1050331,United States,
Fjællebroen Havn,55.0594739,10.3804274,Denmark,
Norderney Port,53.697162,7.1570136,Deutschland,
Halte nautique d'Ouzouer sur Trézée,47.6701281,2.8105824,France,
Kirkehavn,58.2320544,6.5337997,Norway,
Halte de Saint-Mammès,48.3886208,2.8058666,France,
Port de Marseille-les-Aubigny,47.0664861,3.015186,France,
Flekkefjord gjestehavn,58.2931336,6.6614792,Norway,
Port de Saint-Thibault Saint-Satur,47.3395429,2.8638345,France,
Lindauer Segler-Club,47.5440712,9.6875634,Deutschland,
Ærøskøbing Havn,54.8910631,10.4138504,Denmark,
Marina Hramina,43.8268424,15.5917517,Croatia,
Porto Canale,37.6512554,12.5858794,Italia,
Tyrislöt hamn,58.3211978,16.897354,Sweden,
磯漁港,35.3081713,136.2597771,Japan,
Mount Erebus,-77.5294129,167.1493592,Unknown,
Valun,44.904897,14.362625,Croatia,
Midway Island,28.2116563,-177.3602373,United States,
Port of Ngqura,-33.8037713,25.6888906,South Africa,
Puerto Iguazú,-25.5934597,-54.5798888,Argentina,
Port of Fethiye,36.6232258,29.1043551,Türkiye,
Port Saint-Roch,47.992336,2.7345939,France,
Αστυπάλαια,36.547778,26.355278,Greece,
Halte Nautique de Montreux Château,47.6010744,7.0036128,France,
Porto di Trani,41.2835706,16.4234827,Italia,
Barmouth Harbour,52.7189451,-4.051155,United Kingdom,
Puerto de Santa Cruz de la Palma,28.6706084,-17.765499,Spain,
RCN Santa Cruz de la Palma,28.6785148,-17.7670629,Spain,
Puertos de Tenerife,28.4792987,-16.2364629,Spain,
Puertos de Las Palmas,28.1216268,-15.4058907,Spain,
Puerto del Rosario,28.4947858,-13.8567826,Spain,
Port du Teich,44.6407666,-1.017603,France,
Kalihafen,53.9022181,11.4593891,Deutschland,
Überseehafen,53.8996769,11.4599363,Deutschland,
Zementhafen,52.1588866,14.6482015,Deutschland,
Neuer Hafen (ehem. GBI-Hafen),52.1539247,14.6498301,Deutschland,
日沖漁港,33.3141342,134.1938256,Japan,
行当漁港,33.2943934,134.113535,Japan,
奈半利港,33.4223859,134.0157482,Japan,
Puerto Marítimo de Guayaquil,-2.2832935,-79.9047851,Ecuador,
Port-au-Prince Harbour,18.5568683,-72.350202,Haiti,
Port de Cap-Haitien,19.7595845,-72.1963747,Haiti,
Port,18.5551408,-72.3490448,Haiti,
Port de Miragoâne,18.4451591,-73.0906358,Haiti,
Westhafen,49.0184068,12.1284383,Deutschland,
Port de Miragoâne,18.4493529,-73.1090891,Haiti,
Marina Betina,43.8275626,15.6008697,Croatia,
Port de plaisance de Cognac,45.6949621,-0.3339948,France,
Port de Saint-Valery-sur-Somme,50.1798642,1.6457031,France,
Mjóeyrarhöfn,65.0277141,-14.1161952,Iceland,
Norðfjarðarhöfn,65.1372064,-13.7377151,Iceland,
Bau- und Schutzhafen Bad Cannstatt,48.818156,9.2288389,Deutschland,
Imbituba,-28.2291488,-48.6499714,Brazil,
Jachthaven It Soal,52.965714,5.4197897,The Netherlands,
Marti Marina,36.7704747,28.1267685,Türkiye,
Valdez Small Boat Harbor,61.1254736,-146.3482431,United States,
Port d'Aketi,2.729756,23.7865817,Democratic Republic Of Congo,
Halte Nautique de Ménétrol-Sous-Sancerre,47.3182733,2.8575625,France,
Hafen Prossen,50.9261575,14.1240306,Deutschland,
Port de Pêche,44.6580157,-1.1452046,France,
Kovikshamns Norra Småbåtshamn,57.8424064,11.6847489,Sweden,
Hjelms Bryggor,57.8531368,11.6978376,Sweden,
Halte nautique du Mas-d'Agenais,44.4127373,0.218436,France,
Halte nautique d'Agen,44.2095694,0.6275741,France,
Новосибирский речной порт,55.0148049,82.9143495,Russia,
Porticciolo di San Nicola L'arena,38.0162791,13.6151767,Italia,
OYC Stadthafen,53.1403469,8.2208597,Deutschland,
Saalefee,51.7933201,11.7304966,Deutschland,
Vestre havn,58.1436937,7.9883855,Norway,
Carillon Point,47.6553466,-122.2078011,United States,
Luka Cres,44.9588903,14.4082508,Croatia,
Puerto Bolívar,12.2534986,-71.961097,Colombia,
Godorfer Hafen‎,50.8483558,6.9840868,Deutschland,
Deutz,50.9249984,6.9760114,Deutschland,
Bernau/Felden,47.8323286,12.3827821,Deutschland,
Wasserskiclub Mainaschaff e.V.,49.9758278,9.0857094,Deutschland,
Hafenwart Skj,53.6740941,6.9972692,Deutschland,
Narvik Havn,68.4309261,17.4137499,Norway,
Baagø Havn,55.2969536,9.8041074,Denmark,
Skærbækværkets Havn,55.510772,9.6188914,Denmark,
Skærbæk Lystbådehavn,55.5128644,9.6266065,Denmark,
Skærbæk Fiskerihavn,55.5128663,9.6292554,Denmark,
Great Yarmouth Outer Harbour,52.5771908,1.741887,United Kingdom,
Butjadinger Yachtclub Fedderwardersiel,53.5946225,8.3597965,Deutschland,
Esbjerg Havn,55.4681437,8.4302677,Denmark,
Esbjerg Lystbådehavn,55.4819397,8.4107683,Denmark,
Vodice,43.7555527,15.7754192,Croatia,
Konoba Opat,43.7393103,15.4528127,Croatia,
Hafen Oberwesel,50.1059422,7.7315129,Deutschland,
Marina Corta,38.4635434,14.9576023,Italia,
Porto Pignataro,38.4774499,14.9626926,Italia,
Porto di Sciacca,37.5015806,13.0765125,Italia,
Puerto Deportivo de Gijón,43.5459375,-5.6681067,Spain,
Puerto del Musel,43.5628673,-5.6875251,Spain,
Puerto de Gijón/Xixón,43.5567185,-5.6726486,Spain,
稚内港,45.4178675,141.680716,Japan,
North Sunderland Harbour,55.5832333,-1.649708,United Kingdom,
Puerto Bolívar,-3.2623982,-80.000417,Ecuador,
La Libertad,-2.2170553,-80.9224168,Ecuador,
Terminal Petrolero de Balao,0.9842234,-79.6770262,Ecuador,
Portuaria de Esmeraldas,0.9946974,-79.6489474,Ecuador,
Morgans Harbour Marina,19.3766755,-81.3806809,Cayman Islands,
Governors Creek,19.357103,-81.3702892,Cayman Islands,
Salt Creek,19.3641932,-81.3743694,Cayman Islands,
Port of George Town,19.2964085,-81.3832462,Cayman Islands,
Motor Yacht Club Neuwied,50.415178,7.4812111,Deutschland,
Royal Northumberland Yacht Club,55.1197192,-1.4948243,United Kingdom,
Blyth,55.1207115,-1.4966681,United Kingdom,
Grand Port Maritime du Havre,49.4847947,0.0938673,France,
Port du Havre-Antifer,49.6591017,0.1338545,France,
Ölhafen,49.0185267,12.1388047,Deutschland,
Osthafen,49.0111738,12.1683003,Deutschland,
Sassnitz,54.4819163,13.5898143,Deutschland,
Alter Hafen,52.1444445,14.674979,Deutschland,
Mielenzhafen,52.1493449,14.6403973,Deutschland,
Marina de Binic,48.6011353,-2.820454,France,
Atwood Harbour,22.7304182,-73.8725907,The Bahamas,
Majors Cay Harbour,22.7587282,-74.1862153,The Bahamas,
Portland Harbour,22.8371476,-74.3323377,The Bahamas,
Columbus Harbour,23.6613552,-75.3005532,The Bahamas,
Clarence Town Harbour,23.0977527,-74.9497094,The Bahamas,
New Found Harbour,23.2085233,-75.1815763,The Bahamas,
Mudian Harbour,22.9825228,-74.8419478,The Bahamas,
Anyer,-6.047442,105.9220679,Indonesia,
Humber Cruising Association Ltd,53.5780147,-0.0678714,United Kingdom,
Man of War Bay Harbour,21.0502056,-73.6509054,The Bahamas,
Port Akdeniz,36.8348394,30.6152826,Türkiye,
Port of Alanya,36.5395109,32.0033936,Türkiye,
Alemdar Limanı,40.7679426,29.5380285,Türkiye,
Aliağa Limanı,38.8176883,26.9442651,Türkiye,
Ambarlı Limani,40.960337,28.6805621,Türkiye,
Ayvalık Vapur İskelesi,39.3188683,26.6903101,Türkiye,
Lantern Head Harbour,20.9569879,-73.283323,The Bahamas,
Mathew Town Port,20.9352707,-73.6825617,The Bahamas,
Rorhaab,47.2471851,8.7017281,Schweiz,
Bartın Limanı,41.6863217,32.2260728,Türkiye,
Salıpazarı Limanı,41.0285767,28.9883958,Türkiye,
Akçansa Limanı,39.8795214,26.1526667,Türkiye,
Botas (Ceyhan) Oil Terminal,36.8773707,35.9437452,Türkiye,
Dikili Limanı,39.0702238,26.8865001,Türkiye,
Port of Fatsa,41.0459296,37.4913483,Türkiye,
Port of Erdemir,41.2761635,31.4113611,Türkiye,
Finike Limanı,36.294203,30.1511598,Türkiye,
Mathew Town Roadstead,20.95,-73.7,The Bahamas,
Port of Giresun,40.919414,38.3775934,Türkiye,
Borusan Port,40.4177249,29.0872189,Türkiye,
Görele Limanı,41.0359208,39.007125,Türkiye,
Port of Hopa,41.4153587,41.4301463,Türkiye,
Stadthafen Haldensleben,52.2779193,11.4111755,Deutschland,
Hafen Bülstringen Baro Lagerhaus GmbH,52.3112859,11.3572524,Deutschland,
Porto di Castiglione della Pescaia,42.7611409,10.8791022,Italia,
Marina Davi,-3.052779,-60.1089644,Brazil,
Port aux Cerises,48.6907658,2.3906509,France,
Nidos tarptautinis keleivių uostas,55.301808,21.0092,Lithuania,
Nidos keleivinė prieplauka,55.302985,21.0086349,Lithuania,
Hafen Straubing-Sand,48.9039422,12.6595857,Deutschland,
Binnenhafen Brunsbüttel,53.8991675,9.150276,Deutschland,
Hafen Ostermoor Brunsbüttel,53.9173828,9.1938941,Deutschland,
Ölhafen,53.9089848,9.1687684,Deutschland,
Monemvasia,36.6831643,23.0390469,Greece,
Elbehafen,53.887049,9.1744069,Deutschland,
İçdaş Limanı,40.4550085,27.3005458,Türkiye,
Port of Inebolu,41.9799367,33.7713724,Türkiye,
Vinici,43.8263412,15.5831817,Croatia,
成生漁港,35.5789677,135.4488096,Japan,
Port de Rostiviec,48.3484199,-4.3294753,France,
Port of Samsun,41.3091266,36.3514177,Türkiye,
Port of Iskenderun,36.6002287,36.1868078,Türkiye,
Port Clos,48.8389396,-3.0038313,France,
Port of Istanbul,41.01277,28.999,Türkiye,
Halte Nautique de Flogny-La-Chapelle,47.9491226,3.8690966,France,
Zeytinburnu Limanı,40.98027,28.8955,Türkiye,
Port of Zonguldak,41.4569,31.7847,Türkiye,
Ąžuolyno prieplauka,55.5331654,21.1211344,Lithuania,
Porto Azzurro Marina,42.7646696,10.3976156,Italia,
Trabzon Limanı,41.0052442,39.741102,Türkiye,
Port du Mourre-Blanc,43.4044936,3.5775546,France,
Port de Mèze,43.422884,3.6062859,France,
Frognerkilens Båtforening av 1860,59.9108537,10.7014514,Norway,
Port du Douhet,46.001499,-1.3210759,France,
Porzh Bestre,48.033401,-4.7199067,France,
Middelfart Marina,55.4923228,9.7268454,Denmark,
Heeg,52.964192,5.6033163,The Netherlands,
Port industrial d'Alcanar,40.5720766,0.5513185,Spain,
Gästhamn,59.4141352,18.556524,Sweden,
Port de plaisance de Corre,47.9132417,5.9918339,France,
Puerto Puno,-15.8351754,-70.0145614,Peru,
Sinop Limanı,42.023269,35.1488193,Türkiye,
Prien/Stock,47.8609005,12.3667716,Deutschland,
Bernau/Felden,47.8318128,12.3828666,Deutschland,
Herreninsel,47.8690479,12.3985163,Deutschland,
Barr's Bay,32.2906883,-64.7881584,Bermuda,
Dockan Marina,55.6177928,12.9883891,Sweden,
Hafen Hagenwerder,51.0713528,14.9492432,Deutschland,
Werkhaven,52.6406312,5.0877322,The Netherlands,
岚山港 Lanshan,35.108815,119.3740455,China,
Port of Ordu,40.9958699,37.8769652,Türkiye,
Port of Rize,41.03777,40.5119,Türkiye,
Esternäs,57.1024701,16.5786091,Sweden,
Roc'h Annick,48.8391363,-3.3180395,France,
Port de saint-Quentin,49.837133,3.2832408,France,
Marina di Aquilea,45.7576248,13.3579418,Italia,
Olcott Harbor,43.3406287,-78.7189376,United States,
Ipsos,39.6945441,19.8390117,Greece,
Porto Nuovo,37.4982706,15.0969926,Italia,
Porto Vecchio,37.4978464,15.0926443,Italia,
Porto peschereccio,37.494079,15.0917136,Italia,
Zeilschool De Vinkeveense Plassen,52.2177783,4.9372124,The Netherlands,
Puerto Deportivo Caleta de Vélez,36.7481166,-4.0682557,Spain,
Halte nautique de Chagny,46.9027197,4.7530018,France,
Urquhart Bay Harbour,57.3362267,-4.4493582,United Kingdom,
Halte Fluviale,44.0670168,4.7887285,France,
Porto d'Imperia,43.8760178,8.0278527,Italia,
Puerto de Escombreras,37.569926,-0.9715942,Spain,
Puerto de Cartagena,37.5927246,-0.9808162,Spain,
Betriebshafen Außenbezirk Regensburg,49.0078637,12.1744777,Deutschland,
Calica Port,20.5727969,-87.1265758,Mexico,
Port de plaisance de Digoin,46.4828222,3.9879765,France,
Port of Nuuk,64.17278,-51.7225536,Greenland,
Puerto Quimba,8.4169848,-78.0366162,Panama,
Lüderitz,-26.6420908,15.154355,Namibia,
Fishing Harbour Lüderitz,-26.6342436,15.1609557,Namibia,
Port de pêche de Petit-Canal,16.3780898,-61.4958186,France,
Port de Pêche de Sainte-Anne,16.2225675,-61.391424,France,
Marina de Port-Louis,16.4108526,-61.5323346,France,
Port de pêche du Moule,16.3301404,-61.3414673,France,
Port Autonome de Pointe-à-Pitre,16.2299013,-61.5453428,France,
Port de pêche d'Anse-Bertrand,16.4772546,-61.5049659,France,
Marina Yates del Principado,43.5505937,-5.6886471,Spain,
Yachting Club Posadas,-27.3543421,-55.9123875,Argentina,
Port de Sainte-Rose,16.3353003,-61.6963295,France,
Port of Poulsbo Marina,47.7324129,-122.6479674,United States,
Port of Brownsville Marina,47.6517669,-122.614091,United States,
Mahogany Harbour,45.2208258,-75.6727927,Canada,
Muelle de las Cabezuelas,36.5232831,-6.2573815,Spain,
Nordenham,53.4867411,8.4926808,Deutschland,
Fårösunds Marina,57.8641713,19.0597504,Sweden,
Fårösunds Båtklubb,57.8560907,19.0665506,Sweden,
Porto de Natal,-5.7734821,-35.2052681,Brazil,
ميناء رادس,36.8031119,10.265804,Tunisia,
那覇港,26.2092603,127.6694607,Japan,
泊港,26.2253274,127.6827988,Japan,
Port Stephens,-32.699167,152.123889,Australia,
Gerringong Harbour,-34.7514351,150.8357691,Australia,
Tanjung Perak,-7.1967876,112.7222925,Indonesia,
Hafen Kraftwerk Bergkamen,51.6344358,7.6155998,Deutschland,
Stari Grad Ferry Port,43.1822664,16.5761063,Croatia,
Kindvig Lystbådehavn,55.0508169,12.1276714,Denmark,
Terminal Traghetti di Piombino,42.9299216,10.5477812,Italia,
Halte Nautique de Sury-près-Léré,47.48469,2.86903,France,
Teesport,54.6297171,-1.1578989,United Kingdom,
Terminal Marítimo Inácio Barbosa,-10.8426628,-36.9182364,Brazil,
Port de plaisance de Montceau-les-Mines,46.6755637,4.3622548,France,
Porticciolo turistico,37.6483959,12.5843235,Italia,
Mazara del Vallo,37.645664,12.5841153,Italia,
Porto Nuovo,37.6505031,12.580275,Italia,
Sidi Kerir tanker facility,31.0555061,29.6696548,Egypt,
Hussein Basin,31.2421235,32.312185,Egypt,
بورسعيد,31.2547346,32.3092324,Egypt,
Sherif Basin,31.2546523,32.3025993,Egypt,
Naval Basin,31.2586192,32.3089505,Egypt,
Salt Basin,31.2338767,32.3083441,Egypt,
Ismail Basin,31.2507366,32.3113589,Egypt,
黃竹角海 Wong Chuk Kok Hoi,22.5076453,114.3152313,China,
Rohuküla sadam,58.9062738,23.4249643,Estonia,
ميناء طرابلس,34.455202,35.821023,Lebanon,
Hvalpsund Fiskerihavn,56.7010118,9.1932225,Denmark,
Sundsøre Lystbådehavn,56.7095765,9.1745989,Denmark,
Nibe Havn,56.9878543,9.6317983,Denmark,
Port de Lauberlac'h,48.3372913,-4.4141413,France,
Port du Tinduff,48.3357821,-4.3670918,France,
Port de Givet,50.1488975,4.8302428,France,
SMA Hafen,49.9451321,9.1074664,Deutschland,
Schutzhafen Aschaffenburg - Wasserstraßen- und Schifffahrtsamt Main,49.9544015,9.1247077,Deutschland,
Puerto Laurel,-27.3529291,-55.9339746,Argentina,
Porto di Pila,44.979606,12.478232,Italia,
Lohals Havn,55.1332164,10.9012146,Denmark,
Port de la Gravette,47.1584947,-2.2125955,France,
Yacht-Club Lister am Biggesee,51.0931599,7.8568704,Deutschland,
Södra hamnen,56.0426099,12.6921489,Sweden,
돌산항 (Dolsan Harbor),34.6145122,127.7224264,Korea,
Baggviken,63.0373872,18.5350674,Sweden,
Ras Lanuf,30.4991571,18.5809149,Libya,
ميناء السدرة,30.6364661,18.3681845,Libya,
مرسى الزويتينة,30.8954553,20.0714935,Libya,
Tobruk,32.0695274,23.9852062,Libya,
Port of Harstad,68.8011922,16.559193,Norway,
Übersee/Feldwies,47.8417875,12.4765017,Deutschland,
Port du Hable,49.7058093,-1.8346105,France,
Port autonome de Douala,4.0388939,9.6758346,Cameroon,
Greve Marina,55.5948205,12.3549188,Denmark,
Marina degli Aregai,43.8381452,7.9157227,Italia,
Lega Navale Italiana Monfalcone,45.7869509,13.535865,Italia,
Port Everglades,26.0917717,-80.1174381,United States,
Cargo Dock Mile Post 0,-4.8203324,136.8457335,Indonesia,
Mosselplaat,51.5564334,3.6752998,The Netherlands,
Haringvreter,51.5496817,3.6917497,The Netherlands,
Terminalkaia,69.9800041,23.3345952,Norway,
Tréboul,48.0969829,-4.3410506,France,
Unije,44.6361683,14.2462615,Croatia,
Vele Srakane,44.5753729,14.3202341,Croatia,
Тураево,55.5549529,37.9433027,Russia,
Port de Plaisance de Briennon,46.1469171,4.085652,France,
Jachthaven Nieuwboer,52.262545,5.3710542,The Netherlands,
Schlepperhafen,53.5528678,8.5607308,Deutschland,
Nova Brasília,-25.5424901,-48.305462,Brazil,
Yachthafen Staad,47.4819093,9.5333677,Schweiz,
Porto di Riccione,44.0070923,12.6570371,Italia,
Halte Nautique de Saint-Laurent-Blangy,50.2988237,2.8046136,France,
Rimini,44.0798587,12.575017,Italia,
Portoverde,43.9732148,12.7193991,Italia,
Fritidsbåtshamn,58.4445389,11.5878512,Sweden,
port de plaisance d'Epernay,49.0433854,3.9704412,France,
Porto Canale,39.200995,9.0872552,Italia,
Rüdesheimer Yacht Club,49.9791771,7.945254,Deutschland,
Pesaro,43.925134,12.9065648,Italia,
Puerto Caraguatay,-26.6049001,-54.7820194,Argentina,
Puerto Paranay,-26.6739274,-54.8148905,Argentina,
Puerto Avellaneda,-26.6400619,-54.7903583,Argentina,
Puerto Krieger,-26.0609762,-54.6505885,Argentina,
Lega Navale Bari,41.1305891,16.8615468,Italia,
Ubli,42.7462503,16.8242821,Croatia,
Luka Korčula,42.9613929,17.1341604,Croatia,
Ormos Lakka,39.2365714,20.1331682,Greece,
Hanley's Marina,53.6780124,-7.9891214,Ireland,
Ballyleague Marina,53.6730759,-7.9967017,Ireland,
Portrunny,53.5916587,-8.060098,Ireland,
Barley Harbour,53.5691178,-7.9766055,Ireland,
Körmen Limanı,36.7704646,27.6160611,Türkiye,
Darsena Europa,43.863008,10.2426514,Italia,
Darsena Lucca,43.8656206,10.2534886,Italia,
Darsena Toscana,43.8643582,10.2476168,Italia,
Darsena Italia,43.8640032,10.246279,Italia,
Porto di Anzio,41.4454354,12.634007,Italia,
Approdo Tremestieri,38.1323684,15.5254462,Italia,
Maslinica,43.3978832,16.2051255,Croatia,
De Eemhof,52.2569256,5.3949007,The Netherlands,
Port de Saumaty,43.3554472,5.3213055,France,
North Basin,32.3248468,-64.8331625,Bermuda,
South Basin,32.3212248,-64.83651,Bermuda,
West Canal Marina,43.0517512,-78.821821,United States,
Port du Frioul,43.2782996,5.3073373,France,
Stade Nautique du Roucas Blanc,43.2669324,5.3695895,France,
Grand port maritime de Marseille,43.3123549,5.3572539,France,
Avant-port Joliette,43.2970608,5.3569358,France,
Base Nautique Municipale de Corbières,43.3582728,5.2926316,France,
Port Abri,43.3576791,5.3173108,France,
Puerto Peninsula,-25.6667898,-54.6495906,Argentina,
Puerto Libertad,-25.9165973,-54.6206497,Argentina,
Puerto Montecarlo,-26.5599608,-54.8057144,Argentina,
Puerto Mado,-26.2337126,-54.6365645,Argentina,
Bläsinge Hamn,56.6207506,16.702148,Sweden,
Heltermaa sadam,58.8672155,23.0499723,Estonia,
Bembridge Harbour,50.6929739,-1.0984805,United Kingdom,
Industriehafen Magdeburg,52.1776862,11.6813285,Deutschland,
Marmaris Albatros Marina,36.8445419,28.2846628,Türkiye,
Bozburun Marina,36.6920522,28.0426194,Türkiye,
Puerto deportivo de Lo Pagán,37.817096,-0.7836604,Spain,
ميناء سيدي داود,37.0203887,10.9080837,Tunisia,
Port du Fret,48.2863867,-4.5042321,France,
Marina Langballigau,54.8210665,9.6533419,Deutschland,
Vållö gästhamn,57.1027207,16.5805828,Sweden,
Sæby Havn,57.333162,10.5324811,Denmark,
Lido Harbour,32.7904162,35.5429755,Israel,
Rauman Satama,61.1287221,21.4464565,Finland,
Sućuraj,43.1254913,17.1874063,Croatia,
Club náutico Mar Menor,37.7353333,-0.8488941,Spain,
Hörnum,54.7587353,8.2953845,Deutschland,
Puerto Pesquero de Lo Pagán,37.8158808,-0.7837339,Spain,
Yacht Club Lindau,47.5450587,9.6879665,Deutschland,
Port Louis,-20.1576939,57.5026237,Mauritius,
Marina de Ponta Delgada,37.7407225,-25.6585067,Portugal,
Katelios harbour,38.0618654,20.7481171,Greece,
Hafen Gut Kalberschnacke,51.071503,7.8079897,Deutschland,
Mawi,-8.8747734,116.1619446,Indonesia,
Terminal de Embarque de Pontal do Sul,-25.5667354,-48.3578794,Brazil,
Wasserwanderrastplatz Brielow,52.4685431,12.5666333,Deutschland,
Søndre Frihavn Lystbådehavn,55.6972979,12.596128,Denmark,
Prøvestenshavnen,55.6786419,12.638232,Denmark,
Selimiye,36.7079538,28.0929289,Türkiye,
"Shell Deutschland Oil GmbH, Werk Süd",50.8235178,7.0004228,Deutschland,
Porto da Ponta Delgada,37.7359156,-25.6645473,Portugal,
Porto de Ponta Delgada,37.7372257,-25.6692752,Portugal,
Porto da Ponta Delgada,37.7381421,-25.6585417,Portugal,
Cais das Lajes do Pico,38.3973459,-28.2555433,Portugal,
Porto da Praia,39.0516526,-27.9663579,Portugal,
Port de Dompierre-Sur-Besbre,46.5223069,3.6879066,France,
Shuaiba Port,29.0445781,48.1602987,Kuwait,
Ras al-Qulayah Naval Base,28.8632301,48.2853214,Kuwait,
Balsa do São Raimundo,-3.1248859,-60.0441179,Brazil,
Çamburnu Limanı,40.9229689,40.2038347,Türkiye,
Neufeld,53.9065485,9.021461,Deutschland,
Port Marchand Romain,36.8414507,10.3248504,Tunisia,
Port punique de Carthage,36.8456504,10.3248036,Tunisia,
CCI Littoral Normand-Picard,50.0603736,1.3784543,France,
Le Tréport,50.0647429,1.3694902,France,
Port de Sóller,39.7977844,2.6947283,Spain,
Каботажная гавань,59.9893671,29.7450189,Russia,
Купеческая гавань,59.9847931,29.7574017,Russia,
Лесная гавань,59.9792579,29.7796055,Russia,
Средняя гавань,59.9824302,29.7691425,Russia,
Угольная гавань,59.9772322,29.7897592,Russia,
